BARCODE,AVAILABILITY,LOCATION,LOCATION 2,FRAME NO.,PKEY,MANUFACTURER,MODEL,SIZE,F COLOUR,F GROUP,SUPPLIER,DISPLAY STOCK,QUANTITY,F TYPE,SUPBARCODE,ISTOCKCODE,TEMPLE,DEPTH,DIAG,BASECURVE,SUNGRX,REORDATE,REORDER,REORDER QTY,RRP,EXLISTPR,LIST PRICE,EXCOSTPR,COST PRICE,EXPREVCOST,PREVCOST,EXAVGCOST,AVGCOST,EXDPRECOST,DPRECOST,WSALEET,WSALEIT,APPORDER,LASTSALE2,LASTSALE,FIRSTPUR,LASTPUR,RETURBY,DQTY,REFRESH,LASTINV,DISPC,TAXPC,FRSTATUS,FRSTATUS2,QTY ON ORDER,QTY ON APPRO,RELEASE,AVAIL FROM,AVAIL TILL,FRANGE,SRV CHARGE,EXLIST SRV,LIST SRV,EXRRP SRV,RRP SRV,MODKEY,ORDERAGAIN,PROSUPPLY,PSSUPFIT,PS CREATED,PS UPDATE AT,USER,MODIFIED,DELFLAG,XFER,PROVISION,PVINACTIVE,LOGSTR,FGID,SUP STATUS,LLAB ORDER,LDOWNLOAD,UUID,NOTE,PHOTO,BARCODE_CLEAN
2679,,OPT,FR,ESS000035,26849,Apollo,6696,52-18,Pink,F,ESS,,1,LS,,,135.0,39,53.0,,,/  /,1.0,1.0,80,12.8,14.08,12.8,14.08,12.8,14.08,12.8,14.08,0.0,0.0,0.0,0.0,0.0,45440,45440,38272.0,43965.0,/  /,0.0,,,0.0,10,PO,DE,1.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45440.49448,,/  /       :  :,,,,,,F,F,,,,2679.0
3089,,OPT,FR,ESS000068,39231,Apollo,6709,50-17,C.3,F,ESS,,1,LS,,,135.0,33,52.0,,,/  /,0.0,0.0,80,14.08,15.49,14.08,15.49,13.15,14.47,14.08,15.49,0.0,0.0,0.0,0.0,0.0,44985,45162,38561.0,42906.0,/  /,0.0,,,0.0,10,CO,DS,1.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45162.56249,,/  /       :  :,,,,,,F,F,,,,3089.0
3979,,OPT,CR,ESS000076,59371,Apollo,9827,58-20,C1,F,ESS,,1,MM,,,145.0,46,61.0,,,/  /,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45202,45336,39513.0,45320.0,/  /,0.0,,,0.0,10,CO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45336.41019,,/  /       :  :,,,,,,F,F,,,,3979.0
4054,,OPT,FR,ESS000077,61934,Apollo,9838,46-20,C1,F,ESS,,2,MM,,,135.0,29,47.0,,,/  /,0.0,0.0,80,12.8,14.08,12.8,14.08,12.8,14.08,12.8,14.08,0.0,0.0,0.0,0.0,0.0,45421,45427,39584.0,45548.0,/  /,0.0,,,0.0,10,PO,DE,1.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45427.52771,,/  /       :  :,,,,,,F,F,,,,4054.0
4056,,OPT,FR,ESS000079,61947,Apollo,9870,44-20,C1,F,ESS,,1,UM,,,130.0,18,44.0,,,/  /,0.0,0.0,80,17.1,18.81,17.1,18.81,17.1,18.81,17.1,18.81,0.0,0.0,0.0,0.0,0.0,42758,44804,39584.0,45146.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44804.42101,,/  /       :  :,,,,,,F,F,,,,4056.0
4057,,OPT,FR,ESS000080,61949,Apollo,9871,54-21,C1,F,ESS,,1,MM,,,140.0,32,54.0,,,/  /,0.0,0.0,80,15.1,16.61,15.1,16.61,15.1,16.61,15.1,16.61,0.0,0.0,0.0,0.0,0.0,45454,45476,39584.0,45090.0,/  /,0.0,,,0.0,10,PO,DE,1.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45476.51566,,/  /       :  :,,,,,,F,F,,,,4057.0
4058,,OPT,FR,ESS000081,61951,Apollo,9846,54-17,C1,F,ESS,,1,MM,,,140.0,37,52.0,,,/  /,0.0,0.0,80,15.1,16.61,15.1,16.61,15.1,16.61,15.1,16.61,0.0,0.0,0.0,0.0,0.0,45436,45442,39584.0,43200.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45442.46852,,/  /       :  :,,,,,,F,F,,,,4058.0
4059,,OPT,FR,ESS000082,61954,Apollo,9876,50-18,C3,F,ESS,,3,LM,,,135.0,28,48.0,,,/  /,0.0,0.0,80,32.89,36.18,32.89,36.18,32.89,36.18,32.89,36.18,0.0,0.0,0.0,0.0,0.0,45272,45336,39584.0,45090.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45336.42868,,/  /       :  :,,,,,,F,F,,,,4059.0
4060,,OPT,FR,ESS000083,61955,Apollo,9875,51-17,C3,F,ESS,,1,LM,,,135.0,36,49.0,,,/  /,0.0,0.0,80,15.1,16.61,15.1,16.61,15.1,16.61,15.1,16.61,0.0,0.0,0.0,0.0,0.0,45440,45476,39584.0,45090.0,/  /,0.0,,,0.0,10,CO,DE,1.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45476.46241,,/  /       :  :,,,,,,F,F,,,,4060.0
4062,,OPT,AT,ESS000085,62217,Apollo,9870,44-20,C3,F,ESS,,3,MM,,,130.0,24,44.0,,,/  /,0.0,0.0,80,32.89,36.18,32.89,36.18,32.89,36.18,32.89,36.18,0.0,0.0,0.0,0.0,0.0,45309,45351,39595.0,43965.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45351.6005,,/  /       :  :,,,,,,F,F,,,,4062.0
4063,,OPT,AT,ESS000086,62218,Apollo,9876,50-18,C2,F,ESS,,2,LM,,,135.0,28,49.0,,,/  /,0.0,0.0,80,13.0,14.3,13.0,14.3,13.0,14.3,13.0,14.3,0.0,0.0,0.0,0.0,0.0,45397,45419,39595.0,45090.0,/  /,0.0,,,0.0,10,CO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45419.68439,,/  /       :  :,,,,,,F,F,,,,4063.0
4214,,OPT,FR,ESS000091,72098,Apollo,9846,54-17,C3,F,ESS,,1,MM,,,140.0,38,53.0,,,/  /,0.0,0.0,80,15.1,16.61,15.1,16.61,15.1,16.61,15.1,16.61,0.0,0.0,0.0,0.0,0.0,45421,45455,39848.0,43965.0,/  /,0.0,,,0.0,10,PO,DS,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45455.39262,,/  /       :  :,,,,,,F,F,,,,4214.0
4307,,OPT,FR,OPQ000269,74009,Paparazzi,DOMINIC,55-17,A,F,OPQ,,1,MM,,,140.0,45,59.0,,,/  /,1.0,1.0,200,59.5,65.45,53.55,58.91,53.55,58.91,53.55,58.91,0.0,0.0,0.0,0.0,0.0,43108,43684,39876.0,45250.0,/  /,0.0,,475196.0,9.99,10,PO,,2.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,43684.53976,,/  /       :  :,,,,,,F,F,,,,4307.0
4464,,OPT,FR,ESS000089,71791,Apollo,6604,52-18,4254,F,ESS,,1,MS,,,135.0,44,56.0,,,/  /,0.0,0.0,80,26.29,28.92,26.29,28.92,26.29,28.92,26.29,28.92,0.0,0.0,0.0,0.0,0.0,45225,45264,41040.0,44736.0,/  /,0.0,,,0.0,10,PO,DS,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45264.59082,,/  /       :  :,,,,,,F,F,,,,4464.0
4487,,OPT,OL,OPQ000323,91409,Paparazzi,LIAM,54-16,A,F,OPQ,,1,MM,,,140.0,32,55.0,,,/  /,1.0,1.0,200,59.5,65.45,59.5,65.45,59.5,65.45,59.5,65.45,0.0,0.0,0.0,0.0,0.0,43510,44592,40500.0,45250.0,/  /,0.0,,475196.0,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44592.69949,,/  /       :  :,,,,,,F,F,,,,4487.0
4577,,OPT,FR,MOD000038,92777,Eclipse,Paddy-56.80,50-20,C2,F,MOD,,1,MHM,,,145.0,28,50.0,,,/  /,1.0,1.0,170,89.95,98.95,67.46,74.21,67.46,74.21,67.46,74.21,0.0,0.0,0.0,0.0,0.0,/  /,/  /,40276.0,41212.0,/  /,0.0,,12243.0,25.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,/  /       :  :,,/  /       :  :,,,,,,F,F,,,,4577.0
4661,,OPT,FR,APO000070,94888,Memoflex,Easytwist 866-160,41-18,10,F,APO,,1,GM,686245090763.0,,125.0,25,40.0,,,/  /,1.0,1.0,200,159.95,175.95,159.95,175.95,159.95,175.95,159.95,175.95,0.0,0.0,0.0,0.0,0.0,/  /,/  /,40338.0,41599.0,/  /,0.0,,,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,/  /       :  :,,/  /       :  :,,,,,,F,F,,,,4661.0
5034,,OPT,FR,OPQ000392,100983,Paparazzi,Charlie,50-17,B,F,OPQ,,1,MM,,,140.0,37,48.0,,,/  /,0.0,1.0,200,55.0,60.5,49.5,54.45,49.5,54.45,49.5,54.45,0.0,0.0,0.0,0.0,0.0,42555,43339,40661.0,45250.0,/  /,0.0,,,10.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,43339.58274,,/  /       :  :,,,,,,F,F,,,,5034.0
5081,,OPT,FR,ESB 1.00,103137,Apollo,9927,51-16,C1,F,,,1,LM,,,140.0,30,52.0,,,/  /,0.0,0.0,80,15.0,16.5,15.0,16.5,15.0,16.5,15.0,16.5,0.0,0.0,0.0,0.0,0.0,45427,45432,40773.0,45091.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45432.53159,,/  /       :  :,,,,,,F,F,,,,5081.0
5082,,OPT,FR,ESB 2.00,103138,Apollo,9926,46-17,C1,F,ESS,,2,UM,,,135.0,23,46.0,,,/  /,0.0,0.0,80,15.0,16.5,15.0,16.5,15.0,16.5,15.0,16.5,0.0,0.0,0.0,0.0,0.0,45111,45421,40773.0,45146.0,/  /,0.0,,,0.0,10,PO,DS,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45421.67528,,/  /       :  :,,,,,,F,F,,,,5082.0
5083,,OPT,FP,ESB 3.00,103139,Apollo,9926,46-17,C3,F,,,2,UM,,,135.0,23,46.0,,,/  /,0.0,0.0,56,15.0,16.5,15.0,16.5,15.0,16.5,15.0,16.5,0.0,0.0,0.0,0.0,0.0,44251,45097,40773.0,45146.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45097.41413,,/  /       :  :,,,,,,F,F,,,,5083.0
5084,,OPT,FR,ESB 4.00,103140,Apollo,9926,46-17,C2,F,,,2,UM,,,135.0,23,46.0,,,/  /,0.0,0.0,80,15.0,16.5,15.0,16.5,15.0,16.5,15.0,16.5,0.0,0.0,0.0,0.0,0.0,45335,45476,40773.0,45146.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45476.47733,,/  /       :  :,,,,,,F,F,,,,5084.0
5191,,OPT,,APO000133,104689,Memoflex,Easytwist 855-160,51-18,C10,F,APO,,1,BM,,,125.0,25,51.0,,,/  /,0.0,0.0,200,100.0,110.0,119.96,131.96,119.96,131.96,119.96,131.96,0.0,0.0,0.0,0.0,0.0,/  /,/  /,40828.0,41599.0,/  /,0.0,,,-19.96,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,/  /       :  :,,/  /       :  :,,,,,,F,F,,,,5191.0
5263,,OPT,FR,1,103771,Apollo,6604,52-18,4602,F,,,2,MS,,,140.0,,,,,/  /,0.0,0.0,80,13.8,15.18,13.8,15.18,13.8,15.18,13.8,15.18,0.0,0.0,0.0,0.0,0.0,45111,45272,40798.0,45090.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45272.49457,,/  /       :  :,,,,,,F,F,,,,5263.0
5392,,OPT,,OPQ000464,107612,Stepper,SI-4136,57-18,F011,F,OPQ,,1,MM,,,140.0,37,59.0,,,/  /,0.0,0.0,310,129.5,142.45,116.55,128.21,116.55,128.21,116.55,128.21,0.0,0.0,0.0,0.0,0.0,43773,45422,41051.0,45435.0,/  /,0.0,,492782.0,10.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45422.5467,,/  /       :  :,,,,,,F,F,,,,5392.0
5440,,OPT,,ESB 5.00,107850,Apollo,6605,54-18,C4602,F,,,2,MS,,,145.0,44,58.0,,,/  /,0.0,0.0,80,14.08,15.49,14.08,15.49,14.08,15.49,14.08,15.49,0.0,0.0,0.0,0.0,0.0,45476,45476,41054.0,45090.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45476.49359,,/  /       :  :,,,,,,F,F,,,,5440.0
5441,,OPT,,ESB 6.00,107851,Apollo,6605,52-18,C4254,F,,,1,MS,,,145.0,48,58.0,,,/  /,0.0,0.0,80,14.08,15.49,14.08,15.49,14.08,15.49,14.08,15.49,0.0,0.0,0.0,0.0,0.0,45161,45161,41054.0,45547.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45161.48913,,/  /       :  :,,,,,,F,F,,,,5441.0
5609,,OPT,FR,OPQ000522,109105,Paparazzi,Alfie,55-17,C,F,OPQ,,1,MM,,,140.0,45,60.0,,,/  /,0.0,0.0,200,54.09,59.5,48.69,53.56,49.5,54.45,48.69,53.56,0.0,0.0,0.0,0.0,0.0,45266,45301,41134.0,45475.0,/  /,0.0,,496392.0,9.98,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45301.51219,,/  /       :  :,,,,,,F,F,,,,5609.0
5634,,OPT,FR,ESS000099,109205,Apollo,9871,54-21,C3,F,ESS,,1,MM,,,140.0,33,53.0,,,/  /,0.0,0.0,80,15.1,16.61,15.1,16.61,15.1,16.61,15.1,16.61,0.0,0.0,0.0,0.0,0.0,45306,45331,41142.0,43200.0,/  /,0.0,,,0.0,10,PO,DS,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45331.4213,,/  /       :  :,,,,,,F,F,,,,5634.0
5647,,OPT,FR,ESS000100,109510,Apollo,6709,50-17,C.1,F,ESS,,2,LS,,,145.0,30,48.0,,,/  /,0.0,0.0,80,14.08,15.49,14.08,15.49,14.08,15.49,14.08,15.49,0.0,0.0,0.0,0.0,0.0,45405,45433,41158.0,43965.0,/  /,0.0,,,0.0,10,CO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45433.47566,,/  /       :  :,,,,,,F,F,,,,5647.0
5830,,OPT,FR,ESS000101,111660,Apollo,6655,50-22,Crystal,F,ESS,,1,MHS,,,140.0,27,50.0,,,/  /,0.0,0.0,80,26.29,28.92,26.29,28.92,26.29,28.92,26.29,28.92,0.0,0.0,0.0,0.0,0.0,44636,45110,41249.0,43200.0,/  /,0.0,,,0.0,10,CO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45110.36271,,/  /       :  :,,,,,,F,F,,,,5830.0
5831,,OPT,FR,ESS000102,111661,Apollo,6655,50-22,Brown,F,ESS,,1,MHS,,,140.0,27,50.0,,,/  /,0.0,0.0,80,11.85,13.04,11.85,13.04,11.85,13.04,11.85,13.04,0.0,0.0,0.0,0.0,0.0,45097,45476,41249.0,43200.0,/  /,0.0,,,0.0,10,CO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45476.49551,,/  /       :  :,,,,,,F,F,,,,5831.0
6014,,OPT,FR,ESS000107,113602,Apollo,6707,52-18,C36073A Brown,F,ESS,,1,US,,,145.0,36,57.0,,,/  /,0.0,0.0,80,12.8,14.08,12.8,14.08,12.8,14.08,12.8,14.08,0.0,0.0,0.0,0.0,0.0,45369,45435,41361.0,43628.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45435.54509,,/  /       :  :,,,,,,F,F,,,,6014.0
6015,,OPT,FR,ESS000108,113604,Apollo,6707,54-20,Grey,F,ESS,,2,US,,,145.0,36,54.0,,,/  /,0.0,0.0,80,12.8,14.08,12.8,14.08,12.8,14.08,12.8,14.08,0.0,0.0,0.0,0.0,0.0,45155,45211,41361.0,45587.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45211.41037,,/  /       :  :,,,,,,F,F,,,,6015.0
6016,,OPT,FR,ESS000109,113605,Apollo,6704,51-18,C.Y362S,F,ESS,,1,US,,,145.0,36,54.0,,,/  /,0.0,0.0,80,12.8,14.08,12.8,14.08,12.8,14.08,12.8,14.08,0.0,0.0,0.0,0.0,0.0,45387,45460,41361.0,45371.0,/  /,0.0,,,0.0,10,CO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45460.44009,,/  /       :  :,,,,,,F,F,,,,6016.0
6187,,OPT,,APO000208,116758,Apollo,6707,56-22,GRY,F,APO,,1,MS,,,140.0,,,,,/  /,0.0,0.0,80,9.95,10.95,7.96,8.76,7.96,8.76,7.96,8.76,0.0,0.0,0.0,0.0,0.0,44868,45190,41514.0,43200.0,/  /,0.0,,,20.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45190.58795,,/  /       :  :,,,,,,F,F,,,,6187.0
6336,,OPT,,OPQ000692,118585,Stepper,SI-30033,54-14,F320,F,OPQ,,1,LS,,,135.0,33,54.0,,,/  /,0.0,0.0,290,99.95,109.95,89.97,98.97,89.97,98.97,89.97,98.97,0.0,0.0,0.0,0.0,0.0,42284,44481,41584.0,45250.0,/  /,0.0,,475196.0,9.99,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44481.83245,,/  /       :  :,,,,,,F,F,,,,6336.0
6345,,OPT,,ESS000113,118811,Apollo,9838,46-20,C2,F,ESS,,3,MM,,,135.0,28,46.0,,,/  /,0.0,0.0,80,13.98,15.38,13.98,15.38,13.98,15.38,13.98,15.38,0.0,0.0,0.0,0.0,0.0,45335,45421,41600.0,45091.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45421.6088,,/  /       :  :,,,,,,F,F,,,,6345.0
6347,,OPT,,ESS000115,118813,Apollo,9875,51-17,C2,F,ESS,,3,LM,,,135.0,36,51.0,,,/  /,0.0,0.0,80,13.98,15.38,13.98,15.38,13.98,15.38,13.98,15.38,0.0,0.0,0.0,0.0,0.0,45420,45422,41600.0,43965.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45422.56318,,/  /       :  :,,,,,,F,F,,,,6347.0
6349,,OPT,,ESS000117,118815,Apollo,9838,46-20,C3,F,ESS,,2,MM,,,135.0,29,46.0,,,/  /,0.0,0.0,80,13.98,15.38,13.98,15.38,13.98,15.38,13.98,15.38,0.0,0.0,0.0,0.0,0.0,45068,45211,41600.0,45580.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45211.39392,,/  /       :  :,,,,,,F,F,,,,6349.0
6352,,OPT,,ESS000112,118810,Apollo,9871,54-21,C2,F,ESS,,1,MM,,,140.0,33,54.0,,,/  /,0.0,0.0,80,13.98,15.38,13.98,15.38,13.98,15.38,13.98,15.38,0.0,0.0,0.0,0.0,0.0,45376,45454,41600.0,43990.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45454.4853,,/  /       :  :,,,,,,F,F,,,,6352.0
6375,,OPT,,BON000018,119236,MARS,610,47-17,C3,F,BON,,1,GS,,,128.0,28,47.0,,,/  /,0.0,0.0,149,20.0,22.0,20.0,22.0,20.0,22.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,/  /,41782,41648.0,43788.0,/  /,0.0,,844432.0,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,41782.5169,,/  /       :  :,,,,,,F,F,,,,6375.0
6393,,OPT,,OPQ000703,119289,Paparazzi,COLIN,58-16,A,F,OPQ,,1,MM,,,140.0,35,62.0,,,/  /,0.0,0.0,200,55.0,60.5,49.5,54.45,49.5,54.45,49.5,54.45,0.0,0.0,0.0,0.0,0.0,42962,44272,41653.0,45644.0,/  /,0.0,,,10.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44272.70222,,/  /       :  :,,,,,,F,F,,,,6393.0
6489,,OPT,,OPQ000714,120667,Aura,583,53-18,B,F,OPQ,,1,MM,,,140.0,31,56.0,,,/  /,0.0,0.0,200,75.0,82.5,67.5,74.25,67.5,74.25,67.5,74.25,0.0,0.0,0.0,0.0,0.0,43648,44399,41739.0,45159.0,/  /,0.0,,466923.0,10.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44399.40457,,/  /       :  :,,,,,,F,F,,,,6489.0
6530,,OPT,,AUS000030,121271,OK,4327,49-20,Cry,F,AUS,,1,US,,,140.0,44,49.0,,,/  /,0.0,0.0,149,10.75,11.83,5.21,5.73,5.21,5.73,5.21,5.73,0.0,0.0,0.0,0.0,0.0,/  /,42541,41774.0,45092.0,/  /,0.0,,,51.56,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,42541.6361,,/  /       :  :,,,,,,F,F,,,,6530.0
6587,,OPT,,ESS000120,121451,Apollo,9963,56-18,C1,F,ESS,,2,MM,,,145.0,38,59.0,,,/  /,0.0,0.0,80,13.0,14.3,13.0,14.3,13.0,14.3,13.0,14.3,0.0,0.0,0.0,0.0,0.0,45463,45476,41780.0,44272.0,/  /,0.0,,,0.0,10,CO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45476.52373,,/  /       :  :,,,,,,F,F,,,,6587.0
6588,,OPT,,ESS000121,121452,Apollo,9963,56-18,C2,F,ESS,,3,MM,,,145.0,38,58.0,,,/  /,0.0,0.0,80,13.0,14.3,13.0,14.3,13.0,14.3,13.0,14.3,0.0,0.0,0.0,0.0,0.0,45439,45443,41780.0,43965.0,/  /,0.0,,,0.0,10,CO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45443.53598,,/  /       :  :,,,,,,F,F,,,,6588.0
6623,,OPT,,AUS000077,122159,CLARITY,4670,55-18,C3,F,AUS,,1,MM,,,140.0,33,57.0,,,/  /,0.0,0.0,120,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0.0,0.0,0.0,0.0,0.0,44951,45372,41821.0,45509.0,/  /,0.0,,,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45372.59347,,/  /       :  :,,,,,,F,F,,,,6623.0
6626,,OPT,,AUS000080,122162,CLARITY,4670,55-18,C2,F,AUS,,1,MM,,,140.0,33,57.0,,,/  /,0.0,0.0,120,10.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,43647,44853,41821.0,45509.0,/  /,0.0,,,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44853.59076,,/  /       :  :,,,,,,F,F,,,,6626.0
6720,,OPT,,OPQ000752,124255,Stepper,SI-50062,51-16,F010,F,OPQ,,1,LN,,,130.0,33,53.0,,,/  /,0.0,0.0,310,129.5,142.45,116.55,128.21,116.55,128.21,116.55,128.21,0.0,0.0,0.0,0.0,0.0,/  /,41936,41899.0,45644.0,/  /,0.0,,,10.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,41936.59017,,/  /       :  :,,,,,,F,F,,,,6720.0
6741,,OPT,,MON000259,124439,MORRISEY,NEVERMIND,54-17,1002718,F,ORO,,1,MS,,,140.0,33,54.0,,,/  /,0.0,0.0,250,58.64,64.5,46.91,51.6,46.91,51.6,46.91,51.6,0.0,0.0,0.0,0.0,0.0,42061,42270,41905.0,44123.0,/  /,0.0,,1232088.0,20.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,42270.65677,,/  /       :  :,,,,,,F,F,,,,6741.0
6789,,OPT,,OPQ000761,125768,Paparazzi,COLIN,58-16,C,F,OPQ,,1,MM,,,140.0,35,61.0,,,/  /,0.0,0.0,200,59.5,65.45,53.55,58.91,53.55,58.91,53.55,58.91,0.0,0.0,0.0,0.0,0.0,44650,45167,41954.0,45250.0,/  /,0.0,,475196.0,9.99,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45167.63566,,/  /       :  :,,,,,,F,F,,,,6789.0
6793,,OPT,,OPQ000765,125775,STEPPER,SI-60037,55-17,FO22,F,OPQ,,1,MM,,,140.0,34,58.0,,,/  /,0.0,0.0,290,115.0,126.5,103.5,113.85,103.5,113.85,103.5,113.85,0.0,0.0,0.0,0.0,0.0,44992,45432,41954.0,45441.0,/  /,0.0,,60736.0,10.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45432.57753,,/  /       :  :,,,,,,F,F,,,,6793.0
