BARCODE,AVAILABILITY,LOCATION,LOCATION 2,FRAME NO.,PKEY,MANUFACTURER,MODEL,SIZE,F COLOUR,F GROUP,SUPPLIER,DISPLAY STOCK,QUANTITY,F TYPE,SUPBARCODE,ISTOCKCODE,TEMPLE,DEPTH,DIAG,BASECURVE,SUNGRX,REORDATE,REORDER,REORDER QTY,RRP,EXLISTPR,LIST PRICE,EXCOSTPR,COST PRICE,EXPREVCOST,PREVCOST,EXAVGCOST,AVGCOST,EXDPRECOST,DPRECOST,WSALEET,WSALEIT,APPORDER,LASTSALE2,LASTSALE,FIRSTPUR,LASTPUR,RETURBY,DQTY,REFRESH,LASTINV,DISPC,TAXPC,FRSTATUS,FRSTATUS2,QTY ON ORDER,QTY ON APPRO,RELEASE,AVAIL FROM,AVAIL TILL,FRANGE,SRV CHARGE,EXLIST SRV,LIST SRV,EXRRP SRV,RRP SRV,MODKEY,ORDERAGAIN,PROSUPPLY,PSSUPFIT,PS CREATED,PS UPDATE AT,USER,MODIFIED,DELFLAG,XFER,PROVISION,PVINACTIVE,LOGSTR,FGID,SUP STATUS,LLAB ORDER,LDOWNLOAD,UUID,NOTE,PHOTO,BARCODE_CLEAN
8629,,OPT,,ESS000132,155209,Apollo,9959,52-17,C3,F,ESS,,2,MM,,,135.0,33,56.0,,,/  /,0.0,0.0,80,15.6,17.16,15.6,17.16,15.6,17.16,15.6,17.16,0.0,0.0,0.0,0.0,0.0,45334,45379,43515.0,43515.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45379.49236,,/  /       :  :,,,,,,F,F,,,,8629.0
8630,,OPT,,ESS000133,155212,Apollo,9959,52-17,C2,F,ESS,,1,MM,,,135.0,33,56.0,,,/  /,0.0,0.0,80,15.6,17.16,15.6,17.16,15.6,17.16,15.6,17.16,0.0,0.0,0.0,0.0,0.0,45443,45476,43515.0,45090.0,/  /,0.0,,,0.0,10,PO,DE,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45476.51147,,/  /       :  :,,,,,,F,F,,,,8630.0
8633,,OPT,,MAU000061,155233,ZEAL,WINDSOR,51-20,11477,F,MAU,,1,US,,,135.0,45,54.0,,,/  /,0.0,0.0,176,75.0,82.5,75.0,82.5,75.0,82.5,75.0,82.5,0.0,0.0,0.0,0.0,0.0,44173,44574,43516.0,45533.0,/  /,0.0,,,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44574.49196,,/  /       :  :,,,,,,F,F,,,,8633.0
8634,,OPT,,9349140000000,1,SENSES,HUGH,56-18,C3,F,,,1,US,,,150.0,42,56.0,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8634.0
8635,,OPT,,9349140000000,2,SENSES,CHARLENE,54-16,C1,F,,,1,LS,,,135.0,39,54.0,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8635.0
8636,,OPT,,9349140000000,3,SENSES,HUGH,56-18,C2,F,,,1,US,,,150.0,42,56.0,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8636.0
8637,,OPT,,9349140000000,4,SENSES,CASPER,48-17,C3,F,,,1,US,,,135.0,40,48.0,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8637.0
8638,,OPT,,7619075812,5,EVATIK,9289,59-18,M100,F,,,1,MM,,,150.0,38,59.0,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8638.0
8639,,OPT,,7619070182,6,EVATIK,9264,62-18,M200,F,,,1,MM,,,155.0,40,62.0,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8639.0
8640,,OPT,,9349140000000,7,SENSES,CURTAIN,55-18,C2,F,,,1,MM,,,145.0,33,55.0,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8640.0
8641,,OPT,,7619075820,8,EVATIK,9289,59-18,M103,F,,,1,MM,,,150.0,42,59.0,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8641.0
8642,,OPT,,435649000000,9,NANO,CAMPER SC 3.0,46-14,3041346SC,F,,,1,KS,,,135.0,32,46.0,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8642.0
8643,,OPT,,CASA 05 C1,10,CASA,5,53 -17,C1,,,,0,,,,,,53.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8643.0
8644,,OPT,,CASA 06 C3,11,CASA,6,54-17,C3,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8644.0
8645,,OPT,,CASA 112 C1,12,CASA,112,60-16,C1,,,,0,,,,,,60.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8645.0
8646,,OPT,,CASA 112 C2,13,CASA,112,60-16,C2,,,,0,,,,,,60.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8646.0
8646,,OPT,,BON000149,155413,MARS,MFK618,46-16,C5,F,BON,,1,GS,,,128.0,27,47.0,,,/  /,0.0,0.0,149,20.0,22.0,20.0,22.0,20.0,22.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,/  /,/  /,43524.0,43524.0,/  /,0.0,,792470.0,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,/  /       :  :,,/  /       :  :,,,,,,F,F,,,,8646.0
8647,,OPT,,CASA 27 C1,14,CASA,27,53-15,C1,,,,0,,,,,,53.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8647.0
8648,,OPT,,CASA 27 C2,15,CASA,27,53-15,C2,,,,0,,,,,,53.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8648.0
8649,,OPT,,CASA 27 C3,16,CASA,27,53-15,C3,,,,0,,,,,,53.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8649.0
8650,,OPT,,CASA 325 C1,17,CASA,325,53-17,C1,,,,0,,,,,,53.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8650.0
8651,,OPT,,CASA 339 C4,18,CASA,339,53-18,C4,,,,0,,,,,,53.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8651.0
8652,,OPT,,CASA 340 C1,19,CASA,340,54-16,C1,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8652.0
8653,,OPT,,CASA 340 C3,20,CASA,340,54-16,C3,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8653.0
8654,,OPT,,CASA 342 C5,21,CASA,342,54-17,C5,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8654.0
8655,,OPT,,CLARITY 1180 C1,22,CLARITY,1180,54-17,C1,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8655.0
8656,,OPT,,CLARITY 1181 C1,23,CLARITY,1181,47-15,C1,,,,0,,,,,,47.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8656.0
8657,,OPT,,CLARITY 1212 C1,24,CLARITY,1212,54-15,C1,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8657.0
8658,,OPT,,CLARITY 1212 C2,25,CLARITY,1212,54-15,C2,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8658.0
8659,,OPT,,CLARITY 1223 C2,26,CLARITY,1223,57-18,C2,,,,0,,,,,,57.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8659.0
8660,,OPT,,CLARITY 1239 C2,27,CLARITY,1239,53-16,C2,,,,0,,,,,,53.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8660.0
8661,,OPT,,CLARITY 1239 C3,28,CLARITY,1239,53-16,C3,,,,0,,,,,,53.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8661.0
8662,,OPT,,CLARITY 1256 C1,29,CLARITY,1256,51-16,C1,,,,0,,,,,,51.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8662.0
8663,,OPT,,CLARITY 1264 C5,30,CLARITY,1264,54-15,C5,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8663.0
8664,,OPT,,CLARITY 1299 C3,31,CLARITY,1299,55-16,C3,,,,0,,,,,,55.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8664.0
8665,,OPT,,CLARITY 1301 C1,32,CLARITY,1301,,C1,,,,0,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8665.0
8666,,OPT,,CLARITY 1323 C1,33,CLARITY,1323,51-17,C1,,,,0,,,,,,51.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8666.0
8667,,OPT,,CLARITY 1544 C2,34,CLARITY,1544,48-16,C2,,,,0,,,,,,48.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8667.0
8668,,OPT,,CLARITY 1550 C5,35,CLARITY,1550,53-17,C5,,,,0,,,,,,53.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8668.0
8669,,OPT,,CLARITY 2126 C2,36,CLARITY,2126,57-14,C2,,,,0,,,,,,57.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8669.0
8670,,OPT,,CLARITY 2131 C1,37,CLARITY,2131,54-17,C1,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8670.0
8671,,OPT,,CLARITY 2131 C2,38,CLARITY,2131,54-17,C2,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8671.0
8672,,OPT,,CLARITY 4628 C3,39,CLARITY,4628,52-28,C3,,,,0,,,,,,52.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8672.0
8673,,OPT,,CLARITY 4705 C2,40,CLARITY,4705,50-20,C2,,,,0,,,,,,50.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8673.0
8674,,OPT,,CLARITY 4732 C3,41,CLARITY,4732,2 58-1,C3,,,,0,,,,,,58.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8674.0
8675,,OPT,,CLARITY 4768 C7,42,CLARITY,4768,54-16,C7,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8675.0
8676,,OPT,,CLARITY 4775 C6,43,CLARITY,4775,57-17,C6,,,,0,,,,,,57.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8676.0
8677,,OPT,,CLARITY 4781 C3,44,CLARITY,4781,45-17,C3,,,,0,,,,,,45.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8677.0
8678,,OPT,,CLARITY 4788 C6,45,CLARITY,4788,52-15,C6,,,,0,,,,,,52.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8678.0
8679,,OPT,,CLARITY 4788 C7,46,CLARITY,4788,52-15,C7,,,,0,,,,,,52.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8679.0
8680,,OPT,,CLARITY 4788 C8,47,CLARITY,4788,52-15,C8,,,,0,,,,,,52.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8680.0
8681,,OPT,,CLARITY 4802 C1,48,CLARITY,4802,58-17,C1,,,,0,,,,,,58.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8681.0
8682,,OPT,,CLARITY 4802 C3,49,CLARITY,4802,58-17,C3,,,,0,,,,,,58.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8682.0
8683,,OPT,,CLARITY 4832 C1,50,CLARITY,4832,50-16,C1,,,,0,,,,,,50.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8683.0
8684,,OPT,,CLARITY 4850 C1,51,CLARITY,4850,58-17,C1,,,,0,,,,,,58.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8684.0
8685,,OPT,,CLARITY 4850 C2,52,CLARITY,4850,58-17,C2,,,,0,,,,,,58.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8685.0
8686,,OPT,,CLARITY 4905 C3,53,CLARITY,4905,54-17,C3,,,,0,,,,,,54.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8686.0
8687,,OPT,,CLARITY 4907 C1,54,CLARITY,4907,45-17,C1,,,,0,,,,,,45.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8687.0
8688,,OPT,,CLARITY 4907 C5,55,CLARITY,4907,45-17,C5,,,,0,,,,,,45.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8688.0
8689,,OPT,,CLARITY 4912 C4,56,CLARITY,4912,57-16,C4,,,,0,,,,,,57.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8689.0
8689,,OPT,,AUS000515,155525,CLARITY,1155,53-19,C2,F,AUS,,1,LS,,,135.0,40,55.0,,,/  /,0.0,0.0,120,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0.0,0.0,0.0,0.0,0.0,/  /,/  /,43528.0,45092.0,/  /,0.0,,,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,/  /       :  :,,/  /       :  :,,,,,,F,F,,,,8689.0
8690,,OPT,,CLARITY 4913 C1,57,CLARITY,4913,53-16,C1,,,,0,,,,,,53.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8690.0
8691,,OPT,,CLARITY 4917 C3,58,CLARITY,4917,59-15,C3,,,,0,,,,,,59.0,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8691.0
8692,,OPT,,VB ALOHA 167 C5,59,VIBE,167,49 -18,C5,,,,0,,,,,,49.0,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8692.0
8693,,OPT,,VB ALOHA 233 C4,60,VIBE,233,50-18,C4,,,,0,,,,,,50.0,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8693.0
8693,,OPT,,AUS000519,155530,CLARITY,1264,54-14,C2,F,AUS,,1,MS,,,140.0,37,57.0,,,/  /,0.0,0.0,120,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0.0,0.0,0.0,0.0,0.0,43755,45159,43528.0,45509.0,/  /,0.0,,,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45159.65238,,/  /       :  :,,,,,,F,F,,,,8693.0
8694,,OPT,,VB ALOHA 350 C2,61,VIBE,350,52-18,C2,,,,0,,,,,,52.0,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8694.0
8695,,OPT,,VIBE 231 C1,62,VIBE,231,51-20,C1,,,,0,,,,,,51.0,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8695.0
8696,,OPT,,VIBE 234 C1,63,VIBE,234,55-17,C1,,,,0,,,,,,55.0,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8696.0
8697,,OPT,,VIBE 234 C2,64,VIBE,234,55-17,C2,,,,0,,,,,,55.0,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8697.0
8698,,OPT,,VIBE 256 C3,65,VIBE,256,52-17,C3,,,,0,,,,,,17.0,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8698.0
8699,,OPT,,VIBE 257 C2,66,VIBE,257,53-16,C2,,,,0,,,,,,16.0,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8699.0
8699,,OPT,,AUS000525,155542,CLARITY,1155,53-19,C3,F,AUS,,1,LS,,,140.0,40,55.0,,,/  /,0.0,0.0,120,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0.0,0.0,0.0,0.0,0.0,/  /,/  /,43528.0,43528.0,/  /,0.0,,116641.0,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,/  /       :  :,,/  /       :  :,,,,,,F,F,,,,8699.0
8707,,OPT,,AUS000533,155563,CLARITY,4651,50-19,C1,F,AUS,,1,LM,,,140.0,44,49.0,,,/  /,0.0,0.0,120,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0.0,0.0,0.0,0.0,0.0,44656,45370,43528.0,45509.0,/  /,0.0,,,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45370.56569,,/  /       :  :,,,,,,F,F,,,,8707.0
8708,,OPT,,AUS000534,155575,CLARITY,4651,50-19,C2,F,AUS,,2,LM,,,140.0,44,49.0,,,/  /,0.0,0.0,149,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,3.0,0.0,0.0,0.0,0.0,44700,44901,43528.0,45509.0,/  /,0.0,,,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44901.3926,,/  /       :  :,,,,,,F,F,,,,8708.0
8716,,OPT,,AUS000542,155594,I-SPY,85,46-15,C2,F,AUS,,1,BS,,,128.0,31,48.0,,,/  /,0.0,0.0,169,25.0,27.5,25.0,27.5,25.0,27.5,25.0,27.5,0.0,0.0,0.0,0.0,0.0,/  /,/  /,43528.0,43528.0,/  /,0.0,,116641.0,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,/  /       :  :,,/  /       :  :,,,,,,F,F,,,,8716.0
8719,,OPT,,ESS000134,156040,Apollo,6711,55-16,C41952,F,ESS,,1,LS,,,140.0,44,57.0,,,/  /,0.0,0.0,80,14.5,15.95,14.5,15.95,14.5,15.95,14.5,15.95,0.0,0.0,0.0,0.0,0.0,45351,45351,43545.0,43545.0,/  /,0.0,,,0.0,10,PO,DS,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45351.66097,,/  /       :  :,,,,,,F,F,,,,8719.0
8720,,OPT,,ESS000135,156041,Apollo,6711,53-16,CY362S,F,ESS,,2,LS,,,135.0,41,54.0,,,/  /,0.0,0.0,80,14.5,15.95,14.5,15.95,14.5,15.95,14.5,15.95,0.0,0.0,0.0,0.0,0.0,45455,45476,43545.0,45321.0,/  /,0.0,,,0.0,10,PO,DS,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45476.50868,,/  /       :  :,,,,,,F,F,,,,8720.0
8724,,OPT,,RIM000116,156512,SENSES,YARRA,47-18,C3,F,RIM,,1,GS,,,130.0,30,48.0,,,/  /,0.0,0.0,169,35.0,38.5,35.0,38.5,35.0,38.5,35.0,38.5,0.0,0.0,0.0,0.0,0.0,/  /,44111,43566.0,45642.0,/  /,0.0,,,0.0,10,CO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44111.65456,,/  /       :  :,,,,,,F,F,,,,8724.0
8725,,OPT,,RIM000117,156513,SENSES,MARTHA 11,52-16,C3,F,RIM,,1,LM,,,135.0,33,52.0,,,/  /,0.0,0.0,169,35.0,38.5,35.0,38.5,35.0,38.5,35.0,38.5,0.0,0.0,0.0,0.0,0.0,/  /,44697,43566.0,45232.0,/  /,0.0,,,0.0,10,CO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44697.62036,,/  /       :  :,,,,,,F,F,,,,8725.0
8730,,OPT,,RIM000122,156518,SENSES,ROSEHILL,51-19,C1,F,RIM,,1,MM,,,145.0,27,53.0,,,/  /,0.0,0.0,169,35.0,38.5,35.0,38.5,35.0,38.5,35.0,38.5,0.0,0.0,0.0,0.0,0.0,/  /,43594,43566.0,45223.0,/  /,0.0,,,0.0,10,CO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,43594.48966,,/  /       :  :,,,,,,F,F,,,,8730.0
8775,,OPT,,OPQ001084,157833,Stepper,STS-40160,52-17,FO22,F,OPQ,,1,MM,,,135.0,42,53.0,,,/  /,0.0,0.0,270,95.0,104.5,85.5,94.05,85.5,94.05,85.5,94.05,0.0,0.0,0.0,0.0,0.0,/  /,/  /,43630.0,43630.0,/  /,0.0,,364420.0,10.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,/  /       :  :,,/  /       :  :,,,,,,F,F,,,,8775.0
8803,,OPT,,RIM000132,158102,SENSES,KAZ,52-17,C2,F,RIM,,1,LM,,,135.0,36,52.0,,,/  /,0.0,0.0,169,35.0,38.5,35.0,38.5,35.0,38.5,35.0,38.5,0.0,0.0,0.0,0.0,0.0,44096,44441,43649.0,45331.0,/  /,0.0,,483397.0,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44441.61899,,/  /       :  :,,,,,,F,F,,,,8803.0
8806,,OPT,,RIM000135,158106,SENSES,GUS,57-16,C3,F,RIM,,1,MM,,,145.0,46,61.0,,,/  /,0.0,0.0,169,35.0,38.5,35.0,38.5,35.0,38.5,35.0,38.5,0.0,0.0,0.0,0.0,0.0,/  /,44306,43649.0,44544.0,/  /,0.0,,,0.0,10,CO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44306.55597,,/  /       :  :,,,,,,F,F,,,,8806.0
8807,,OPT,,RIM000136,158107,SENSES,ROHY,55-18,C2,F,RIM,,1,MS,,,140.0,37,57.0,,,/  /,0.0,0.0,169,35.0,38.5,35.0,38.5,35.0,38.5,35.0,38.5,0.0,0.0,0.0,0.0,0.0,45316,45322,43649.0,45642.0,/  /,0.0,,,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,45322.39345,,/  /       :  :,,,,,,F,F,,,,8807.0
8809,,OPT,,RIM000138,158109,SENSES,CHARLENE,54-16,C2,F,RIM,,1,LS,,,135.0,40,53.0,,,/  /,0.0,0.0,169,35.0,38.5,35.0,38.5,35.0,38.5,35.0,38.5,0.0,0.0,0.0,0.0,0.0,44585,44986,43649.0,45173.0,/  /,0.0,,,0.0,10,CO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,44986.66613,,/  /       :  :,,,,,,F,F,,,,8809.0
8817,,OPT,,AVI000015,158886,Progear Eyegaurd,Eg-M1011,48-16,C5,L,AVI,,1,SSS,,,,,,,,/  /,0.0,0.0,160,77.5,85.25,77.5,85.25,77.5,85.25,77.5,85.25,0.0,0.0,0.0,0.0,0.0,/  /,/  /,43676.0,43676.0,/  /,0.0,,,0.0,10,PO,,0.0,0.0,/  /,/  /,/  /,F,F,0.0,0.0,0.0,0.0,0.0,,,,F,/  /,,/  /       :  :,,/  /       :  :,,,,,,F,F,,,,8817.0
